player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
Jason Spezza,JASON.SPEZZA,8469455,1983-06-13,34.0,C,F,R,DAL,20172018,R,78.0,1014.47,13.01,21.41,8.0,13.0,5.0,26.0,138.0,201.0,275.0
Jason Zucker,JASON.ZUCKER,8475722,1992-01-16,25.0,L,F,L,MIN,20172018,R,82.0,1390.8,16.96,27.93,33.0,19.0,12.0,64.0,222.0,284.0,338.0
Jay Beagle,JAY.BEAGLE,8474291,1985-10-16,31.0,C,F,R,WSH,20172018,R,79.0,983.25,12.45,20.51,7.0,6.0,9.0,22.0,65.0,95.0,120.0
Jay Bouwmeester,JAY.BOUWMEESTER,8470151,1983-09-27,33.0,D,D,L,STL,20172018,R,35.0,704.78,20.14,33.26,2.0,2.0,3.0,7.0,45.0,66.0,101.0
Jaycob Megna,JAYCOB.MEGNA,8477034,1992-12-10,24.0,D,D,L,ANA,20172018,R,14.0,219.98,15.71,25.62,0.0,1.0,0.0,1.0,7.0,14.0,19.0
Jayson Megna,JAYSON.MEGNA,8477126,1990-02-01,27.0,C,F,R,VAN,20172018,R,1.0,4.3,4.3,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Gabriel Pageau,JEAN-GABRIEL.PAGEAU,8476419,1992-11-11,24.0,C,F,R,OTT,20172018,R,78.0,1305.63,16.74,27.52,14.0,7.0,8.0,29.0,147.0,206.0,241.0
Jean-Sebastien Dea,JEAN-SEBASTIEN.DEA,8477520,1994-02-08,23.0,C,F,R,PIT,20172018,R,5.0,27.45,5.49,9.15,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Jeff Carter,JEFF.CARTER,8470604,1985-01-01,32.0,C,F,R,L.A,20172018,R,27.0,481.75,17.84,29.37,13.0,6.0,3.0,22.0,85.0,120.0,146.0
Jeff Petry,JEFF.PETRY,8473507,1987-12-09,29.0,D,D,R,MTL,20172018,R,82.0,1926.58,23.49,38.69,12.0,21.0,9.0,42.0,178.0,240.0,378.0
Jeff Skinner,JEFF.SKINNER,8475784,1992-05-16,25.0,C,F,L,CAR,20172018,R,82.0,1370.05,16.71,27.5,24.0,13.0,12.0,49.0,277.0,383.0,490.0
Jesper Bratt,JESPER.BRATT,8479407,1998-07-30,19.0,L,F,L,N.J,20172018,R,74.0,1128.6,15.25,25.05,13.0,12.0,10.0,35.0,100.0,139.0,175.0
Jesper Fast,JESPER.FAST,8475855,1991-12-02,25.0,R,F,R,NYR,20172018,R,71.0,1056.6,14.88,24.52,13.0,14.0,6.0,33.0,80.0,113.0,134.0
Jesse Puljujarvi,JESSE.PULJUJARVI,8479344,1998-05-07,19.0,R,F,R,EDM,20172018,R,65.0,868.9,13.37,22.05,12.0,7.0,1.0,20.0,136.0,185.0,232.0
Jim O'Brien,JIM.O'BRIEN,8474024,1989-01-29,28.0,C,F,R,OTT,20172018,R,10.0,87.55,8.75,14.33,0.0,1.0,0.0,1.0,11.0,14.0,15.0
Jimmy Hayes,JIMMY.HAYES,8474625,1989-11-21,27.0,R,F,R,N.J,20172018,R,33.0,393.62,11.93,19.57,3.0,3.0,3.0,9.0,37.0,47.0,64.0
Jimmy Vesey,JIMMY.VESEY,8476918,1993-05-26,24.0,L,F,L,NYR,20172018,R,79.0,1132.17,14.33,23.59,17.0,8.0,3.0,28.0,136.0,187.0,240.0
Joakim Nordstrom,JOAKIM.NORDSTROM,8475807,1992-02-25,25.0,C,F,L,CAR,20172018,R,75.0,792.88,10.57,17.38,2.0,4.0,1.0,7.0,97.0,138.0,188.0
Joakim Ryan,JOAKIM.RYAN,8477046,1993-06-17,24.0,D,D,L,S.J,20172018,R,62.0,1038.58,16.75,27.57,3.0,2.0,7.0,12.0,79.0,102.0,160.0
Joe Hicketts,JOE.HICKETTS,8478176,1996-05-04,21.0,D,D,L,DET,20172018,R,5.0,86.73,17.35,28.63,0.0,1.0,2.0,3.0,2.0,7.0,15.0
Joe Morrow,JOE.MORROW,8476476,1992-12-09,24.0,D,D,L,MTL,20172018,R,38.0,675.97,17.79,29.25,5.0,1.0,5.0,11.0,58.0,85.0,120.0
Joe Morrow,JOE.MORROW,8476476,1992-12-09,24.0,D,D,L,WPG,20172018,R,18.0,261.08,14.5,23.69,1.0,1.0,3.0,5.0,25.0,38.0,61.0
Joe Pavelski,JOE.PAVELSKI,8470794,1984-07-11,33.0,C,F,R,S.J,20172018,R,82.0,1578.95,19.26,31.67,22.0,26.0,18.0,66.0,224.0,311.0,379.0
Joe Thornton,JOE.THORNTON,8466138,1979-07-02,38.0,C,F,L,S.J,20172018,R,47.0,862.22,18.35,30.15,13.0,11.0,12.0,36.0,75.0,104.0,132.0
Joel Armia,JOEL.ARMIA,8476469,1993-05-31,24.0,R,F,R,WPG,20172018,R,79.0,995.52,12.6,20.74,12.0,11.0,6.0,29.0,128.0,167.0,220.0
Joel Edmundson,JOEL.EDMUNDSON,8476441,1993-06-28,24.0,D,D,L,STL,20172018,R,69.0,1431.08,20.74,34.22,7.0,5.0,5.0,17.0,124.0,187.0,265.0
Joel Eriksson Ek,JOEL.ERIKSSON EK,8478493,1997-01-29,20.0,C,F,L,MIN,20172018,R,75.0,958.38,12.78,21.05,6.0,4.0,6.0,16.0,124.0,155.0,191.0
Joel Hanley,JOEL.HANLEY,8477810,1991-06-08,26.0,D,D,L,ARI,20172018,R,5.0,55.65,11.13,18.46,0.0,0.0,0.0,0.0,2.0,7.0,8.0
Joel Ward,JOEL.WARD,8468208,1980-12-02,36.0,R,F,R,S.J,20172018,R,52.0,617.45,11.87,19.52,5.0,4.0,3.0,12.0,40.0,59.0,82.0
Johan Larsson,JOHAN.LARSSON,8475728,1992-07-25,25.0,L,F,L,BUF,20172018,R,80.0,1129.18,14.11,23.27,4.0,5.0,8.0,17.0,86.0,122.0,140.0
John Carlson,JOHN.CARLSON,8474590,1990-01-10,27.0,D,D,R,WSH,20172018,R,82.0,2032.1,24.78,40.85,15.0,26.0,27.0,68.0,237.0,325.0,467.0
John Gilmour,JOHN.GILMOUR,8477337,1993-05-17,24.0,D,D,L,NYR,20172018,R,28.0,480.93,17.18,28.36,2.0,1.0,2.0,5.0,61.0,88.0,129.0
John Hayden,JOHN.HAYDEN,8477401,1995-02-14,22.0,C,F,R,CHI,20172018,R,47.0,508.77,10.82,17.83,4.0,6.0,3.0,13.0,56.0,76.0,99.0
John Klingberg,JOHN.KLINGBERG,8475906,1992-08-14,25.0,D,D,R,DAL,20172018,R,82.0,1974.12,24.07,39.63,8.0,32.0,27.0,67.0,204.0,286.0,455.0
John Moore,JOHN.MOORE,8475186,1990-11-19,26.0,D,D,L,N.J,20172018,R,81.0,1620.75,20.01,32.88,7.0,5.0,6.0,18.0,141.0,197.0,265.0
John Quenneville,JOHN.QUENNEVILLE,8477961,1996-04-16,21.0,C,F,L,N.J,20172018,R,2.0,26.58,13.29,22.15,0.0,0.0,0.0,0.0,5.0,6.0,9.0
John Tavares,JOHN.TAVARES,8475166,1990-09-20,26.0,C,F,L,NYI,20172018,R,82.0,1633.87,19.93,32.79,37.0,28.0,19.0,84.0,258.0,343.0,448.0
Johnny Boychuk,JOHNNY.BOYCHUK,8470187,1984-01-19,33.0,D,D,R,NYI,20172018,R,58.0,1171.13,20.19,33.22,6.0,8.0,4.0,18.0,141.0,200.0,282.0
Johnny Gaudreau,JOHNNY.GAUDREAU,8476346,1993-08-13,24.0,L,F,L,CGY,20172018,R,80.0,1553.9,19.42,31.97,24.0,34.0,26.0,84.0,227.0,318.0,410.0
Johnny Oduya,JOHNNY.ODUYA,8469665,1981-10-01,35.0,D,D,L,OTT,20172018,R,51.0,877.35,17.2,28.31,4.0,2.0,2.0,8.0,58.0,76.0,106.0
Johnny Oduya,JOHNNY.ODUYA,8469665,1981-10-01,35.0,D,D,L,PHI,20172018,R,1.0,12.37,12.37,20.61,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Jon Merrill,JON.MERRILL,8475750,1992-02-03,25.0,D,D,L,VGK,20172018,R,34.0,546.92,16.09,26.6,1.0,1.0,1.0,3.0,30.0,43.0,59.0
Jonas Brodin,JONAS.BRODIN,8476463,1993-07-12,24.0,D,D,L,MIN,20172018,R,73.0,1577.12,21.6,35.64,6.0,9.0,6.0,21.0,77.0,109.0,162.0
Jonathan Drouin,JONATHAN.DROUIN,8477494,1995-03-28,22.0,L,F,L,MTL,20172018,R,77.0,1355.15,17.6,28.97,13.0,17.0,16.0,46.0,164.0,221.0,299.0
Jonathan Ericsson,JONATHAN.ERICSSON,8470318,1984-03-02,33.0,D,D,L,DET,20172018,R,81.0,1563.98,19.31,31.76,3.0,7.0,3.0,13.0,86.0,103.0,153.0
Jonathan Huberdeau,JONATHAN.HUBERDEAU,8476456,1993-06-04,24.0,C,F,L,FLA,20172018,R,82.0,1574.92,19.21,31.67,27.0,26.0,16.0,69.0,204.0,267.0,341.0
Jonathan Marchessault,JONATHAN.MARCHESSAULT,8476539,1990-12-27,26.0,C,F,R,VGK,20172018,R,77.0,1347.85,17.5,28.85,27.0,33.0,15.0,75.0,268.0,350.0,469.0
Jonathan Toews,JONATHAN.TOEWS,8473604,1988-04-29,29.0,C,F,L,CHI,20172018,R,74.0,1457.1,19.69,32.52,20.0,21.0,11.0,52.0,211.0,266.0,341.0
Jonny Brodzinski,JONNY.BRODZINSKI,8477380,1993-06-19,24.0,C,F,R,L.A,20172018,R,35.0,332.68,9.51,15.71,4.0,2.0,0.0,6.0,53.0,70.0,88.0
Joonas Donskoi,JOONAS.DONSKOI,8475820,1992-04-13,25.0,R,F,R,S.J,20172018,R,66.0,988.22,14.97,24.62,14.0,13.0,5.0,32.0,129.0,157.0,201.0
Jordan Eberle,JORDAN.EBERLE,8474586,1990-05-15,27.0,C,F,R,NYI,20172018,R,81.0,1301.52,16.07,26.43,25.0,19.0,15.0,59.0,183.0,240.0,290.0
Jordan Greenway,JORDAN.GREENWAY,8478413,1997-02-16,20.0,L,F,L,MIN,20172018,R,6.0,68.65,11.44,18.79,0.0,1.0,0.0,1.0,4.0,6.0,7.0
Jordan Martinook,JORDAN.MARTINOOK,8476921,1992-07-25,25.0,L,F,L,ARI,20172018,R,81.0,1134.83,14.01,22.98,6.0,6.0,3.0,15.0,112.0,166.0,211.0
Jordan Nolan,JORDAN.NOLAN,8475325,1989-06-23,28.0,C,F,L,BUF,20172018,R,69.0,676.03,9.8,16.17,4.0,2.0,2.0,8.0,50.0,65.0,94.0
Jordan Oesterle,JORDAN.OESTERLE,8477851,1992-06-25,25.0,D,D,L,CHI,20172018,R,55.0,1128.35,20.52,33.95,5.0,6.0,4.0,15.0,99.0,137.0,232.0
Jordan Schmaltz,JORDAN.SCHMALTZ,8476877,1993-10-08,23.0,D,D,R,STL,20172018,R,13.0,142.63,10.97,18.22,0.0,1.0,0.0,1.0,5.0,6.0,13.0
Jordan Schroeder,JORDAN.SCHROEDER,8475147,1990-09-29,26.0,C,F,R,CBJ,20172018,R,21.0,157.02,7.48,12.21,1.0,1.0,0.0,2.0,20.0,28.0,31.0
Jordan Staal,JORDAN.STAAL,8473533,1988-09-10,29.0,C,F,L,CAR,20172018,R,79.0,1520.82,19.25,31.68,19.0,14.0,13.0,46.0,160.0,224.0,276.0
Jordan Szwarz,JORDAN.SZWARZ,8475224,1991-05-14,26.0,R,F,R,BOS,20172018,R,12.0,138.12,11.51,19.14,0.0,2.0,1.0,3.0,19.0,21.0,23.0
Jordan Weal,JORDAN.WEAL,8475738,1992-04-15,25.0,C,F,R,PHI,20172018,R,69.0,893.55,12.95,21.23,8.0,9.0,4.0,21.0,102.0,152.0,180.0
Jordie Benn,JORDIE.BENN,8474818,1987-07-26,30.0,D,D,L,MTL,20172018,R,77.0,1460.78,18.97,31.24,4.0,5.0,6.0,15.0,106.0,142.0,217.0
Jori Lehtera,JORI.LEHTERA,8474627,1987-12-23,29.0,C,F,L,PHI,20172018,R,62.0,651.9,10.51,17.23,3.0,1.0,4.0,8.0,45.0,55.0,74.0
Joseph Blandisi,JOSEPH.BLANDISI,8477010,1994-07-18,23.0,C,F,L,ANA,20172018,R,3.0,35.03,11.68,18.94,0.0,0.0,0.0,0.0,4.0,4.0,4.0
Josh Anderson,JOSH.ANDERSON,8476981,1994-05-07,23.0,R,F,R,CBJ,20172018,R,63.0,1136.38,18.04,29.54,19.0,5.0,6.0,30.0,188.0,254.0,318.0
Josh Archibald,JOSH.ARCHIBALD,8476326,1992-10-06,24.0,R,F,R,ARI,20172018,R,39.0,470.62,12.07,19.8,5.0,5.0,1.0,11.0,39.0,59.0,80.0
Josh Archibald,JOSH.ARCHIBALD,8476326,1992-10-06,24.0,R,F,R,PIT,20172018,R,3.0,31.08,10.36,17.27,0.0,0.0,0.0,0.0,3.0,3.0,6.0
Josh Bailey,JOSH.BAILEY,8474573,1989-10-02,27.0,C,F,L,NYI,20172018,R,76.0,1359.18,17.88,29.44,18.0,30.0,23.0,71.0,151.0,196.0,266.0
Josh Gorges,JOSH.GORGES,8470324,1984-08-14,33.0,D,D,L,BUF,20172018,R,34.0,507.97,14.94,24.53,0.0,1.0,1.0,2.0,15.0,25.0,35.0
Josh Jooris,JOSH.JOORIS,8477591,1990-07-14,27.0,R,F,R,CAR,20172018,R,31.0,325.82,10.51,17.27,3.0,1.0,2.0,6.0,42.0,53.0,65.0
Josh Jooris,JOSH.JOORIS,8477591,1990-07-14,27.0,R,F,R,PIT,20172018,R,9.0,64.8,7.2,11.97,0.0,0.0,0.0,0.0,8.0,10.0,16.0
Josh Leivo,JOSH.LEIVO,8476410,1993-05-26,24.0,L,F,R,TOR,20172018,R,16.0,169.08,10.57,17.44,1.0,1.0,2.0,4.0,25.0,37.0,41.0
Josh Manson,JOSH.MANSON,8476312,1991-10-07,25.0,D,D,R,ANA,20172018,R,80.0,1628.28,20.35,33.37,7.0,13.0,17.0,37.0,117.0,170.0,223.0
Josh Morrissey,JOSH.MORRISSEY,8477504,1995-03-28,22.0,D,D,L,WPG,20172018,R,81.0,1656.53,20.45,33.67,7.0,7.0,12.0,26.0,102.0,142.0,215.0
Joshua Ho-Sang,JOSHUA.HO-SANG,8477959,1996-01-22,21.0,C,F,R,NYI,20172018,R,22.0,314.15,14.28,23.45,2.0,6.0,4.0,12.0,18.0,26.0,35.0
Jujhar Khaira,JUJHAR.KHAIRA,8476915,1994-08-13,23.0,L,F,L,EDM,20172018,R,69.0,876.82,12.71,20.97,11.0,4.0,6.0,21.0,73.0,112.0,158.0
Julius Honka,JULIUS.HONKA,8477945,1995-12-03,21.0,D,D,R,DAL,20172018,R,42.0,546.38,13.01,21.42,1.0,2.0,1.0,4.0,42.0,59.0,101.0
Jussi Jokinen,JUSSI.JOKINEN,8469638,1983-04-01,34.0,L,F,L,CBJ,20172018,R,14.0,140.22,10.02,16.46,0.0,0.0,1.0,1.0,13.0,19.0,29.0
Jussi Jokinen,JUSSI.JOKINEN,8469638,1983-04-01,34.0,L,F,L,EDM,20172018,R,14.0,172.37,12.31,20.28,0.0,1.0,0.0,1.0,22.0,35.0,43.0
Jussi Jokinen,JUSSI.JOKINEN,8469638,1983-04-01,34.0,L,F,L,L.A,20172018,R,18.0,202.45,11.25,18.49,1.0,2.0,2.0,5.0,19.0,22.0,29.0
Jussi Jokinen,JUSSI.JOKINEN,8469638,1983-04-01,34.0,L,F,L,VAN,20172018,R,14.0,179.5,12.82,20.95,4.0,3.0,3.0,10.0,19.0,28.0,37.0
Justin Abdelkader,JUSTIN.ABDELKADER,8471716,1987-02-25,30.0,L,F,L,DET,20172018,R,75.0,1241.47,16.55,27.23,13.0,9.0,13.0,35.0,110.0,169.0,202.0
Justin Auger,JUSTIN.AUGER,8477428,1994-05-14,23.0,R,F,R,L.A,20172018,R,2.0,15.98,7.99,13.32,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Justin Bailey,JUSTIN.BAILEY,8477473,1995-07-01,22.0,R,F,R,BUF,20172018,R,12.0,135.33,11.28,18.49,3.0,0.0,1.0,4.0,19.0,25.0,30.0
Justin Braun,JUSTIN.BRAUN,8474027,1987-02-10,30.0,D,D,R,S.J,20172018,R,81.0,1727.6,21.33,35.11,5.0,15.0,13.0,33.0,115.0,170.0,251.0
Justin Falk,JUSTIN.FALK,8473992,1988-10-11,28.0,D,D,L,BUF,20172018,R,46.0,740.07,16.09,26.56,1.0,0.0,1.0,2.0,36.0,45.0,61.0
Justin Faulk,JUSTIN.FAULK,8475753,1992-03-20,25.0,D,D,R,CAR,20172018,R,76.0,1692.35,22.27,36.62,8.0,9.0,14.0,31.0,211.0,294.0,446.0
Justin Holl,JUSTIN.HOLL,8475718,1992-01-30,25.0,D,D,R,TOR,20172018,R,2.0,34.72,17.36,28.93,2.0,0.0,0.0,2.0,2.0,4.0,4.0
Justin Kloos,JUSTIN.KLOOS,8480082,1993-11-30,23.0,C,F,R,MIN,20172018,R,1.0,8.65,8.65,14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Schultz,JUSTIN.SCHULTZ,8474602,1990-07-06,27.0,D,D,R,PIT,20172018,R,63.0,1229.32,19.51,32.25,4.0,15.0,8.0,27.0,109.0,168.0,235.0
Justin Williams,JUSTIN.WILLIAMS,8468508,1981-10-04,35.0,R,F,R,CAR,20172018,R,82.0,1360.22,16.59,27.3,16.0,20.0,15.0,51.0,198.0,274.0,357.0
Kailer Yamamoto,KAILER.YAMAMOTO,8479977,1998-09-29,18.0,R,F,R,EDM,20172018,R,9.0,136.43,15.16,25.01,0.0,1.0,2.0,3.0,23.0,31.0,41.0
Kalle Kossila,KALLE.KOSSILA,8479290,1993-04-14,24.0,C,F,L,ANA,20172018,R,10.0,90.85,9.08,14.89,1.0,1.0,0.0,2.0,9.0,13.0,13.0
Karl Alzner,KARL.ALZNER,8473991,1988-09-24,28.0,D,D,L,MTL,20172018,R,82.0,1646.6,20.08,33.07,1.0,5.0,6.0,12.0,84.0,122.0,188.0
Kasperi Kapanen,KASPERI.KAPANEN,8477953,1996-07-23,21.0,R,F,R,TOR,20172018,R,38.0,427.33,11.25,18.55,7.0,1.0,1.0,9.0,55.0,74.0,87.0
Keegan Lowe,KEEGAN.LOWE,8476397,1993-03-29,24.0,D,D,L,EDM,20172018,R,2.0,27.8,13.9,22.24,0.0,0.0,0.0,0.0,4.0,5.0,10.0
Keith Yandle,KEITH.YANDLE,8471735,1986-09-09,31.0,D,D,L,FLA,20172018,R,82.0,2008.1,24.49,40.38,8.0,25.0,23.0,56.0,179.0,249.0,360.0
Kenny Agostino,KENNY.AGOSTINO,8475844,1992-04-30,25.0,L,F,L,BOS,20172018,R,5.0,60.22,12.04,19.24,0.0,0.0,1.0,1.0,11.0,16.0,17.0
Kerby Rychel,KERBY.RYCHEL,8477510,1994-10-07,22.0,L,F,L,MTL,20172018,R,4.0,44.12,11.03,18.16,1.0,0.0,1.0,2.0,7.0,9.0,9.0
Kevan Miller,KEVAN.MILLER,8476191,1987-11-15,29.0,D,D,R,BOS,20172018,R,68.0,1323.2,19.46,32.0,1.0,7.0,8.0,16.0,64.0,102.0,163.0
Kevin Bieksa,KEVIN.BIEKSA,8469598,1981-06-16,36.0,D,D,R,ANA,20172018,R,59.0,1063.1,18.02,29.48,0.0,4.0,4.0,8.0,66.0,110.0,147.0
Kevin Connauton,KEVIN.CONNAUTON,8475246,1990-02-23,27.0,D,D,L,ARI,20172018,R,73.0,1107.87,15.18,24.89,11.0,2.0,8.0,21.0,102.0,148.0,226.0
Kevin Fiala,KEVIN.FIALA,8477942,1996-07-22,21.0,L,F,L,NSH,20172018,R,80.0,1211.82,15.15,24.8,23.0,14.0,11.0,48.0,187.0,255.0,354.0
Kevin Gravel,KEVIN.GRAVEL,8475857,1992-03-06,25.0,D,D,L,L.A,20172018,R,16.0,224.53,14.03,23.19,0.0,1.0,2.0,3.0,20.0,31.0,45.0
Kevin Hayes,KEVIN.HAYES,8475763,1992-05-08,25.0,R,F,L,NYR,20172018,R,76.0,1318.85,17.35,28.55,25.0,10.0,9.0,44.0,172.0,219.0,268.0
Kevin Labanc,KEVIN.LABANC,8478099,1995-12-12,21.0,R,F,R,S.J,20172018,R,77.0,1105.05,14.35,23.59,11.0,20.0,9.0,40.0,156.0,222.0,296.0
Kevin Rooney,KEVIN.ROONEY,8479291,1993-05-21,24.0,C,F,L,N.J,20172018,R,1.0,11.77,11.77,19.61,0.0,0.0,0.0,0.0,3.0,4.0,4.0
Kevin Roy,KEVIN.ROY,8476971,1993-05-20,24.0,C,F,L,ANA,20172018,R,25.0,341.22,13.65,22.23,6.0,1.0,0.0,7.0,26.0,41.0,53.0
Kevin Shattenkirk,KEVIN.SHATTENKIRK,8474031,1989-01-29,28.0,D,D,R,NYR,20172018,R,46.0,932.52,20.27,33.26,5.0,13.0,5.0,23.0,94.0,123.0,188.0
Klas Dahlbeck,KLAS.DAHLBECK,8476403,1991-07-06,26.0,D,D,L,CAR,20172018,R,33.0,540.03,16.36,27.13,1.0,1.0,3.0,5.0,43.0,61.0,93.0
Korbinian Holzer,KORBINIAN.HOLZER,8473560,1988-02-16,29.0,D,D,R,ANA,20172018,R,16.0,185.85,11.62,19.05,0.0,0.0,0.0,0.0,10.0,14.0,18.0
Kris Letang,KRIS.LETANG,8471724,1987-04-24,30.0,D,D,R,PIT,20172018,R,79.0,2000.97,25.33,41.85,9.0,15.0,27.0,51.0,222.0,297.0,443.0
Kris Russell,KRIS.RUSSELL,8471729,1987-05-02,30.0,D,D,L,EDM,20172018,R,78.0,1487.33,19.07,31.43,4.0,7.0,10.0,21.0,90.0,133.0,193.0
Kris Versteeg,KRIS.VERSTEEG,8471346,1986-05-13,31.0,R,F,R,CGY,20172018,R,24.0,316.38,13.18,21.72,3.0,3.0,2.0,8.0,49.0,61.0,88.0
Kurtis MacDermid,KURTIS.MACDERMID,8477073,1994-03-25,23.0,D,D,L,L.A,20172018,R,34.0,394.53,11.6,19.02,1.0,1.0,2.0,4.0,19.0,27.0,43.0
Kyle Brodziak,KYLE.BRODZIAK,8470803,1984-05-25,33.0,C,F,R,STL,20172018,R,81.0,1090.48,13.46,22.22,10.0,12.0,11.0,33.0,113.0,142.0,177.0
Kyle Capobianco,KYLE.CAPOBIANCO,8478476,1997-08-13,20.0,D,D,L,ARI,20172018,R,1.0,13.55,13.55,22.58,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Kyle Clifford,KYLE.CLIFFORD,8475160,1991-01-13,26.0,L,F,L,L.A,20172018,R,50.0,527.47,10.55,17.41,6.0,2.0,2.0,10.0,81.0,110.0,133.0
Kyle Connor,KYLE.CONNOR,8478398,1996-12-09,20.0,L,F,L,WPG,20172018,R,76.0,1284.93,16.91,27.8,31.0,13.0,13.0,57.0,192.0,241.0,289.0
Kyle Criscuolo,KYLE.CRISCUOLO,8479304,1992-05-05,25.0,C,F,R,BUF,20172018,R,9.0,72.13,8.01,13.36,0.0,0.0,0.0,0.0,5.0,6.0,8.0
Kyle Okposo,KYLE.OKPOSO,8473449,1988-04-16,29.0,R,F,R,BUF,20172018,R,76.0,1294.07,17.03,28.09,15.0,16.0,13.0,44.0,161.0,211.0,279.0
Kyle Palmieri,KYLE.PALMIERI,8475151,1991-02-01,26.0,C,F,R,N.J,20172018,R,62.0,1073.2,17.31,28.46,24.0,9.0,11.0,44.0,182.0,262.0,327.0
Kyle Quincey,KYLE.QUINCEY,8470724,1985-08-12,32.0,D,D,L,MIN,20172018,R,18.0,256.97,14.28,23.54,0.0,0.0,3.0,3.0,11.0,13.0,18.0
Kyle Rau,KYLE.RAU,8476415,1992-10-24,24.0,C,F,L,MIN,20172018,R,3.0,33.08,11.03,18.38,0.0,0.0,1.0,1.0,4.0,5.0,7.0
Kyle Turris,KYLE.TURRIS,8474068,1989-08-14,28.0,C,F,R,NSH,20172018,R,65.0,1046.07,16.09,26.32,13.0,14.0,15.0,42.0,119.0,174.0,226.0
Kyle Turris,KYLE.TURRIS,8474068,1989-08-14,28.0,C,F,R,OTT,20172018,R,11.0,216.62,19.69,31.79,3.0,3.0,3.0,9.0,26.0,34.0,46.0
Lance Bouma,LANCE.BOUMA,8474642,1990-03-25,27.0,L,F,L,CHI,20172018,R,53.0,564.47,10.65,17.57,3.0,4.0,2.0,9.0,56.0,72.0,84.0
Landon Ferraro,LANDON.FERRARO,8475157,1991-08-08,26.0,C,F,R,MIN,20172018,R,2.0,8.83,4.42,7.31,1.0,0.0,0.0,1.0,3.0,3.0,3.0
Lars Eller,LARS.ELLER,8474189,1989-05-08,28.0,C,F,L,WSH,20172018,R,81.0,1239.35,15.3,25.22,18.0,14.0,6.0,38.0,161.0,219.0,299.0
Laurent Dauphin,LAURENT.DAUPHIN,8477460,1995-03-27,22.0,C,F,L,ARI,20172018,R,2.0,14.45,7.22,12.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Lawson Crouse,LAWSON.CROUSE,8478474,1997-06-23,20.0,L,F,L,ARI,20172018,R,11.0,120.33,10.94,18.07,1.0,0.0,0.0,1.0,13.0,19.0,24.0
Lee Stempniak,LEE.STEMPNIAK,8470740,1983-02-04,34.0,R,F,R,CAR,20172018,R,37.0,461.47,12.47,20.72,3.0,5.0,1.0,9.0,41.0,63.0,88.0
Leo Komarov,LEO.KOMAROV,8473463,1987-01-23,30.0,C,F,L,TOR,20172018,R,74.0,1168.23,15.79,25.91,7.0,4.0,8.0,19.0,114.0,157.0,172.0
Leon Draisaitl,LEON.DRAISAITL,8477934,1995-10-27,21.0,C,F,L,EDM,20172018,R,78.0,1506.98,19.32,31.85,25.0,34.0,11.0,70.0,194.0,266.0,324.0
Liam O'Brien,LIAM.O'BRIEN,8477070,1994-07-29,23.0,C,F,L,WSH,20172018,R,3.0,20.75,6.92,11.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Lias Andersson,LIAS.ANDERSSON,8480072,1998-10-13,18.0,C,F,L,NYR,20172018,R,7.0,83.62,11.95,19.88,1.0,1.0,0.0,2.0,5.0,8.0,10.0
Logan Brown,LOGAN.BROWN,8479366,1998-03-05,19.0,C,F,L,OTT,20172018,R,4.0,32.52,8.13,12.94,0.0,0.0,1.0,1.0,4.0,6.0,7.0
Logan Couture,LOGAN.COUTURE,8474053,1989-03-28,28.0,C,F,L,S.J,20172018,R,78.0,1446.7,18.55,30.53,34.0,18.0,9.0,61.0,204.0,274.0,377.0
Logan Shaw,LOGAN.SHAW,8476400,1992-10-05,24.0,R,F,R,ANA,20172018,R,42.0,482.87,11.5,18.79,2.0,3.0,3.0,8.0,59.0,86.0,110.0
Logan Shaw,LOGAN.SHAW,8476400,1992-10-05,24.0,R,F,R,MTL,20172018,R,30.0,372.58,12.42,20.53,2.0,2.0,2.0,6.0,46.0,66.0,88.0
Loui Eriksson,LOUI.ERIKSSON,8470626,1985-07-17,32.0,L,F,L,VAN,20172018,R,50.0,813.47,16.27,26.83,10.0,9.0,4.0,23.0,101.0,125.0,148.0
Louie Belpedio,LOUIE.BELPEDIO,8478011,1996-05-14,21.0,D,D,R,MIN,20172018,R,1.0,15.78,15.78,26.31,0.0,0.0,2.0,2.0,0.0,2.0,4.0
Luca Sbisa,LUCA.SBISA,8474579,1990-01-30,27.0,D,D,L,VGK,20172018,R,30.0,585.62,19.52,31.84,2.0,6.0,6.0,14.0,26.0,36.0,62.0
Lucas Wallmark,LUCAS.WALLMARK,8478027,1995-09-05,22.0,C,F,L,CAR,20172018,R,11.0,104.43,9.49,15.64,1.0,0.0,0.0,1.0,16.0,21.0,26.0
Lukas Sedlak,LUKAS.SEDLAK,8476310,1993-02-25,24.0,C,F,L,CBJ,20172018,R,53.0,498.22,9.4,15.44,4.0,0.0,4.0,8.0,50.0,80.0,94.0
